Account: Micro Region,Account: Billing Country,Workload Progress,Primary Workload Pillar,Key Workload Products,Solutions,Account: Account Name,Account: Account Owner,Account: Product Area,Workload: Workload Name,Primary CE Technical Owner,Workload Gross Annual Recurring Revenue (converted),Implementation Lead,Partner,Workload End Date,PSF Investment,PSF Status,PSF Type,Opportunity,Tiene Gemini Enterprise en ell Workload,Tiene Gemini Enterprise en la Oportunidad?,Aparently is GE
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Platform,,Supermercado Zona Sul,Roberta Coelho,,Supermercado Zona Sul - VertexAI,Nathaly Augusto de Azevedo,"USD 26,796",Partner,MADEINWEB S/A,,"http://go/vector/0RJKf000000x3snOAA - PARTNER: MADEINWEB S/A | STATUS: Approved (2026-03-30) | AMT: 2,680 | TYPE: Consumption Planning (GenAI)",Approved,Consumption Planning (GenAI),Supermercado Zona Sul / $ 270k TCV / 3 YR,FALSE,FALSE,
MCO CORP CCA,Costa Rica,0-2: Tech Eval/Solution Dev,,,,Banco de Costa Rica,Ricardo Agosto,,Banco de Costa Rica - Mandiant - #Security #SecurityValidation #SDR #TPCO #Outb,,"USD 120,000",Unknown,,9/21/2026,go/psf-request,psf-request,,Banco de Costa Rica - Mandiant - #Security #SecurityValidation #SDR #TPCO #Outbound #CR,FALSE,FALSE,
MCO CORP CCA,Guatemala,0-2: Tech Eval/Solution Dev,,,,Grupo Solid (Guatemala) S.A.,Daniel Cornejo,,GRUPO SOLID #GCP #Cortex,,"USD 100,000",Unknown,,7/20/2026,go/psf-request,psf-request,,GRUPO SOLID #GCP #Cortex,FALSE,FALSE,
MCO CORP CCA,Panama,0-2: Tech Eval/Solution Dev,,,,Banco Aliado,Daniel Cornejo,,BANCO ALIADO #GCP #CDPMARKETING,,"USD 80,000",Unknown,,7/6/2026,go/psf-request,psf-request,,BANCO ALIADO #GCP #CDPMARKETING,FALSE,FALSE,
MCO CORP CCA,El Salvador,0-2: Tech Eval/Solution Dev,,,,Banco Cuscatlan de El Salvador SA,Daniel Cornejo,,Banco Cuscatlan #Security #GTI #SDR #TPCO #Outbound #SecPartner #SV,,"USD 75,000",Unknown,,9/21/2026,go/psf-request,psf-request,,Banco Cuscatlan #Security #GTI #SDR #TPCO #Outbound #SecPartner #SV,FALSE,FALSE,
MCO CORP CCA,Guatemala,0-2: Tech Eval/Solution Dev,,,,Alimentos Ideal S.A,Daniel Cornejo,,Alimentos Ideal S.A. #GCP #Looker #LATAM,,"USD 60,000",Unknown,,12/14/2026,go/psf-request,psf-request,,Alimentos Ideal S.A. #GCP #Looker #LATAM,FALSE,FALSE,
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,Unimed Joao Pessoa Cooperativa de Trabalho Medico,Roberta Coelho,,UNIMED JP - GEMINI ENTERPRISE,,"USD 50,000",Partner,IPNET SERVICOS EM NUVEM E DESENVOLVIMENTO DE SISTEMAS LTDA (fka METARJ SOLUCOES EM GEOTECNOLOGIA E DESENV DE SISTEMAS LTDA),,go/psf-request,psf-request,,UNIMED JP #GCP #GEMINI ENTERPRISE,TRUE,TRUE,Gemini enterprise
MCO CORP CCA,Panama,0-2: Tech Eval/Solution Dev,,,,Banco Aliado,Daniel Cornejo,,BANCO ALIADO #GCP #LOOKER,,"USD 60,000",Unknown,,7/1/2026,go/psf-request,psf-request,,BANCO ALIADO #GCP #LOOKER,FALSE,FALSE,
BR CORP,Brazil,3:  Proposal / Negotiation,Build with AI,Gemini AI,,COMPANHIA PERNAMBUCANA DE SANEAMENTO,Roberta Coelho,,COMPESA - GEMINI ENTERPRISE,,"USD 81,000",Partner,Safetec Informatica Ltda.,,go/psf-request,psf-request,,Companhia Pernambuca de Saneamento - Compesa ** Gemini Enterprise** #M26,TRUE,TRUE,Gemini enterprise
MCO CORP CCA,Guatemala,0-2: Tech Eval/Solution Dev,,,,Grupo Solid (Guatemala) S.A.,Daniel Cornejo,,GRUPO SOLID #GCP #AgentSpace,,"USD 27,000",Unknown,,7/13/2026,go/psf-request,psf-request,,GRUPO SOLID #GCP #AgentSpace,FALSE,FALSE,
MCO CORP CCA,Guatemala,0-2: Tech Eval/Solution Dev,,,,Grupo Solid (Guatemala) S.A.,Daniel Cornejo,,Grupo Solid (Guatemala) S.A. #GCP #Latam #SAP #DRP,,"USD 25,000",Unknown,,9/2/2026,go/psf-request,psf-request,,Grupo Solid (Guatemala) S.A. #GCP #Latam #SAP #DRP,FALSE,FALSE,
MCO CORP CCA,Panama,0-2: Tech Eval/Solution Dev,,,,Banco Aliado,Daniel Cornejo,,BANCO ALIADO #GCP #AGENTSPACE,,"USD 20,520",Unknown,,7/1/2026,go/psf-request,psf-request,,BANCO ALIADO #GCP #AGENTSPACE,FALSE,FALSE,
MCO CORP SUR,Argentina,3:  Proposal / Negotiation,,,,Central Puerto SA,Noelia Rodriguez,,SecOps - Central Puerto,,,Unknown,,,go/psf-request,psf-request,,Central Puerto #GCP #SecOps,FALSE,FALSE,
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,,,,ALVOAR LACTEOS NORDESTE SA,Roberta Coelho,,ALVOAR - AGENTSPACE,,"USD 27,000",Partner,,,go/psf-request,psf-request,,ALVOAR LACTEOS NORDESTE SA #GCP #Agentspace,FALSE,FALSE,
Multi Industry,Brazil,0-2: Tech Eval/Solution Dev,,,,Amaggi & Ld Commodities,João Alves,,Amaggi & Ld Commodities #GCP #Looker,,"USD 20,000",Unknown,,,go/psf-request,psf-request,,Amaggi & Ld Commodities #GCP #Looker,FALSE,FALSE,
MX Multi-industry & Monterrey,Mexico,3:  Proposal / Negotiation,Build with AI,Cloud AI - Vertex AI Platform,,Comercial City Fresko S de RL de CV,Edgar Castillo,,Comercial City Fresko Enterprise Search AI,Victor Gude,"USD 200,000",Partner,"Grid Dynamics Holdings, Inc.",,go/psf-request,psf-request,,Comercial City Fresko Enterprise Search AI VAIS:C,TRUE,TRUE,Gemini enterprise
MX CORP,Mexico,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Platform,,Perfumes y Esencias Fraiche SA de CV,Jesus Gonzalez,,Perfumes y Esencias Fraiche SA de CV#GCP# VerterIA,,"USD 12,000",Unknown,,,go/psf-request,psf-request,,Perfumes y Esencias Fraiche SA de CV#GCP# VerterIA,FALSE,FALSE,
MX Multi-industry & Monterrey,Mexico,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Platform,,Distribuidora Flexi SA de CV,Edgar Castillo,,FLEXI GENAI MEDIA,,"USD 48,000",Customer,,,go/psf-request,psf-request,,Distribuidora Flexi SA de CV #VERTEX #OUT #MX,FALSE,FALSE,
MX CORP,Mexico,0-2: Tech Eval/Solution Dev,Build with AI,,,Hidrosina,Linnet Jáuregui,,Hidrosina #GCP #DocumentAI,,"USD 30,000",Unknown,,,go/psf-request,psf-request,,Hidrosina #GCP #DocumentAI #Commit,FALSE,FALSE,
Chile,Chile,0-2: Tech Eval/Solution Dev,,,,Sky Airline S.A.,Victoria Vecchio,,Sky - Gemini Enterprise for CX,,"USD 50,000",Unknown,,,go/psf-request,psf-request,,Sky Airline Gemini Enterprise for data,TRUE,TRUE,Gemini enterprise
Chile,Chile,3:  Proposal / Negotiation,Build with AI,Cloud AI - Vertex AI Platform; Cloud AI - Vertex AI Model Garden,,Cencosud S.A.,Victoria Vecchio,,PLAI 2026 PT Expansion,Jorge Andrés Sierra Jurado,"USD 48,000",Customer,,,go/psf-request,psf-request,,Cencosud - IA for Marketing,FALSE,FALSE,
Chile,Chile,0-2: Tech Eval/Solution Dev,,,,SMU S.A.,Victoria Vecchio,,[SMU] - Gemini Enterprise CX,Luis Gerardo Baeza,"USD 200,000",Unknown,,,go/psf-request,psf-request,,SMU - Gemini Enterprise CX,TRUE,TRUE,Gemini enterprise
MCO CORP SUR,Chile,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,TeamCore Solutions SPA,Patricio Perez,,TeamCore - Gemini Enterprise WL,,"USD 60,000",Customer,,,go/psf-request,psf-request,,TeamCore - Gemini Enterprise,TRUE,TRUE,Gemini enterprise
MCO CORP CCA,El Salvador,0-2: Tech Eval/Solution Dev,Build with AI,,,Grupo Unicomer,Diana Cuevas Jurney,,E-commerce Unicomer,Israel Castillo,"USD 200,000",Unknown,,,go/psf-request,psf-request,,Unicomer Commit 2026 3Y,FALSE,FALSE,
MCO CORP CCA,El Salvador,0-2: Tech Eval/Solution Dev,Build with AI,,,Grupo Siman,Diana Cuevas Jurney,,Grupo Siman E-commerce,Israel Castillo,"USD 200,000",Unknown,,,go/psf-request,psf-request,,Siman E-commerce,FALSE,FALSE,
North 3,Bermuda,4.2: Ramping / Deliver,Build with AI,Gemini AI,,"Everest Global Services, Inc",Dominique Fox,,Everest - Gemini Enterprise License onboarding,Zissis Konstas,"USD 213,000",Customer,,6/1/2026,go/psf-request,psf-request,,Everest Global - Gemini Enterprise - $213K,TRUE,TRUE,Gemini enterprise
MEXICO & PECS PS,Mexico,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Platform,,Secretaria de Educacion del Estado de Jalisco,Esaú Acevedo,,Secretaria Educacion Jalisco Lunaria Activación Mundial 2M USD,Pedro Gutiérrez,"USD 2,000,000",Unknown,,,go/psf-request,psf-request,,Secretaria de Educación de Jalisco - LUNARIA 2MUSD FINEDUC,FALSE,FALSE,
"MX FSI, Services & WR",Mexico,0-2: Tech Eval/Solution Dev,Build with AI,,,"Grupo Financiero Mifel, S.A. de C.V.",Vane Colin,,WL_Mifel_Gemini,,"USD 150,000",Unknown,,6/28/2029,go/psf-request,psf-request,,Grupo Mifel_Gemini Enterprise,FALSE,TRUE,Gemini enterprise
MCO CORP NORTE,Colombia,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Platform,,AUTOTECNICA COLOMBIANA S A S,Andrea Forero,,Auteco_ vtex Iaas,Renan Teixeira Felix,"USD 50,000",Partner,UCLOUD STORE COLOMBIA S A S,,go/psf-request,psf-request,,Auteco_ vtex Iaas,FALSE,FALSE,
MCO CORP CCA,Guatemala,0-2: Tech Eval/Solution Dev,,,,G&T insurance,Daniel Cornejo,,G&T insurance #BigQuery #BDR #GCP #Outbound,,"USD 24,000",Partner,,,go/psf-request,psf-request,,G&T insurance #BigQuery #BDR #GCP #Outbound,FALSE,FALSE,
MCO CORP CCA,Guatemala,0-2: Tech Eval/Solution Dev,,,,G&T insurance,Daniel Cornejo,,G&T #GCP #AgentSpace,,"USD 30,000",Partner,,,go/psf-request,psf-request,,G&T #GCP #AgentSpace,FALSE,FALSE,
FSI,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,Banco Pine S/A,Renata Taglianetti,,Pine_GeminiEnterprise,,"USD 3,000",Customer,SAUTER TECNOLOGIA E SERVICOS LTDA,,go/psf-request,psf-request,,Banco Pine - Gemini Enterprise #BR #OUT (500 seats),TRUE,TRUE,Gemini enterprise
FSI,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,A5X SA,Renata Taglianetti,,A5X_PortaldeAutosservico,,"USD 150,000",Partner,Leega Consultoria e Informática Ltda.,,go/psf-request,psf-request,,A5X_PortaldeAutosservico,FALSE,FALSE,
Brazil DN,Brazil,0-2: Tech Eval/Solution Dev,,Gemini AI,,OLX Brasil,Henrique Ueda,,[OLX] AI for Catalog Enhancement,,"USD 200,000",Customer,,,go/psf-request,psf-request,,,FALSE,FALSE,
Streamline PS,Brazil,0-2: Tech Eval/Solution Dev,,,,Tribunal de Justiça do Estado de Rondonia,Roberta Jezler,,TJ_RO_ Gemini Ent,,"USD 100,000",Partner,,,go/psf-request,psf-request,,Gemini_Ent_Ro_TJ_RO #GE,FALSE,TRUE,Gemini enterprise
Argentina,Argentina,4.2: Ramping / Deliver,Build with AI,Cloud AI - Vertex AI Platform; Gemini AI,,YPF Digital SAU,Cristian Ferme,,YPF Digital SAU -  Intelligent Assistant for Truck Fleet Management - Agents,Hernan Aymard,"USD 45,000",Partner,NTT DATA ARGENTINA S.A.,,"http://go/vector/0RJKf000000GvZEOA0 - PARTNER: NTT DATA ARGENTINA... | STATUS: Approved (2026-03-25) | AMT: 21,851 | TYPE: Assessment (GenAI)",Approved,Assessment (GenAI),YPF Digital SAU - Intelligent Assistant for Truck Fleet Management - Agents,FALSE,FALSE,
FSI,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,OURIBANK S.A. BANCO MULTIPLO,Renata Taglianetti,,Ouribank_Gemini_#FinfactFY25,,"USD 13,000",Customer,VPN Soluçoes em TI LTDA,,go/psf-request,psf-request,,Ouribank_Gemini_#FinfactFY25,FALSE,FALSE,
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,,,,COMPANHIA PERNAMBUCANA DE SANEAMENTO,Roberta Coelho,,GeminiEnterprise_COMPESA,,"USD 75,000",Partner,XERTICA BRASIL LTDA,,go/psf-request,psf-request,,CCPD-135232--COMPESA - AGENTSPACE + GERADOR DE MNUTA #M25,TRUE,FALSE,Gemini enterprise
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,Televisão Bahia S/A.,Roberta Coelho,,GeminiEnterprise_RedeBahia,,"USD 40,420",Partner,INGRAM MICRO BRASIL LTDA,,go/psf-request,psf-request,,RedeBahia_GeminiEnterprise,TRUE,TRUE,Gemini enterprise
MX DN,Mexico,0-2: Tech Eval/Solution Dev,Build with AI,,,EnvioClick S.A.P.I.,Luis Cabrera,,EnvioClick - AI,,"USD 40,000",Customer,,,go/psf-request,psf-request,,EnvioClick - AI,FALSE,FALSE,
MX Multi-industry & Monterrey,Mexico,0-2: Tech Eval/Solution Dev,Build with AI,,,"Lala Administración y Control, S.A. de C.V.",Ana Schultz,,Agentes LALA,,"USD 150,000",Unknown,,,go/psf-request,psf-request,,CMA LALA- Agentic + Data Foundation,FALSE,FALSE,
MX DN,Mexico,0-2: Tech Eval/Solution Dev,Build with AI,,,"Skyalert de México, S.A.P.I. de C.V.",Luis Cabrera,,SkyAlert - Notification core migration,,"USD 25,000",Customer,,,go/psf-request,psf-request,,SkyAlert - Notification core migration,FALSE,FALSE,
Scaled PS,Brazil,3:  Proposal / Negotiation,Build with AI,Gemini AI,,MUNICIPIO DE ARAÇATUBA,Moacir Quadros,,MUNICIPIO DE ARAÇATUBA - Gemini Enterprise (15) #Inbound #BR,,"USD 5,400",Partner,Safetec Informatica Ltda.,,go/psf-request,psf-request,,MUNICIPIO DE ARAÇATUBA - Gemini Enterprise Plus (10) #Inbound #BR #GE,TRUE,TRUE,Gemini enterprise
"MX FSI, Services & WR",Uruguay,0-2: Tech Eval/Solution Dev,,,,"Dralmey, S.A.",Javier Luna,,DRALMEY - Apigee Upgrade - Enterprise,,"USD 90,000",Unknown,,11/5/2026,go/psf-request,psf-request,,DRALMEY - Apigee Upgrade - Enterprise,TRUE,TRUE,Gemini enterprise
MCO CORP CCA,Panama,0-2: Tech Eval/Solution Dev,,,,St. Georges Bank & Company Inc.,Daniel Cornejo,,St George Bank - Vertex,,"USD 8,000",Customer,,,go/psf-request,psf-request,,St. Georges Bank Panamá - Vertex AI,FALSE,FALSE,
MCO CORP CCA,Guatemala,0-2: Tech Eval/Solution Dev,Build with AI,,,SOPESA,Daniel Cornejo,,Sopesa  - Gem Ent Std,,"USD 14,000",Customer,,,go/psf-request,psf-request,,SOPESA - Gemini Ent (Agentes SAP) #GeminiEnterprise,FALSE,TRUE,Gemini enterprise
MCO CORP CCA,Panama,3:  Proposal / Negotiation,Build with AI,,,Tower Bank,Daniel Cornejo,,TowerBank - Gem Ent,,"USD 35,000",Customer,,,go/psf-request,psf-request,,Towerbank International - Apertura de Consola GCP - Gem Ent,FALSE,FALSE,
Brazil PS,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,Tribunal de Justica do Estado de Minas Gerais,Luiz Augusto Silva,,TJMG - Gemini Enterprise #SEAL,Neto Marin,"USD 62,640",Customer,,,go/psf-request,psf-request,,"STANDARD - TJMG: Gemini Enterprise (DIRFIN, Cont., Fab SW) | USD 63K TCV / 1Yr #SEAL",TRUE,TRUE,Gemini enterprise
Brazil PS,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,Companhia de Tecnologia da Informacao do Estado de Minas Gerais - PRODEMGE,Luiz Augusto Silva,,PRODEMGE - GE PCNet,Neto Marin,"USD 128,000",Customer,,,go/psf-request,psf-request,,STANDARD - PRODEMGE: PCNet Agent | TCV USD 128K / 1Yr,TRUE,FALSE,Gemini enterprise
Brazil PS,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,Companhia de Tecnologia da Informacao do Estado de Minas Gerais - PRODEMGE,Luiz Augusto Silva,,PFODEMGE - Gemini Enterprise,Neto Marin,"USD 16,000",Customer,,,go/psf-request,psf-request,,STANDARD - PRODEMGE: Gemini Enterprise | TCV USD 16K / 1Yr,TRUE,TRUE,Gemini enterprise
Brazil PS,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,Defensoria Publica do Estado de Minas Gerais,Luiz Augusto Silva,,DPE/MG - GE for Gov,Neto Marin,"USD 27,000",Customer,,,go/psf-request,psf-request,,STANDARD - DPE/MG: GE for Gov | USD 25K TCV / 1Yr - 3205 users,TRUE,TRUE,Gemini enterprise
Brazil PS,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,Defensoria Publica do Estado de Minas Gerais,Luiz Augusto Silva,,DPE - Code Assist,Neto Marin,"USD 13,000",Customer,,,go/psf-request,psf-request,,STANDARD - DPE/MG: Code Assist | USD 13K TCV / 1Yr - 25 user,FALSE,FALSE,
MCO CORP CCA,Panama,0-2: Tech Eval/Solution Dev,Build with AI,,,Trade Alliance Corporation,Daniel Cornejo,,TAC - GEM  EENT,,"USD 14,000",Unknown,,,go/psf-request,psf-request,,TAC - Servi #Agentspace #M25,FALSE,FALSE,
Brazil DN,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Platform; Gemini AI,,Birdie SSOT Corp,Aline Pinheiro,,Birdie.AI - Expansão Gemini,,"USD 400,000",Customer,,,go/psf-request,psf-request,,Birdie.AI - Recommit,FALSE,FALSE,
Chile,Chile,4.2: Ramping / Deliver,Build with AI,Cloud AI - Vertex AI Platform; Cloud AI - Vertex AI Search,,S.A.C.I. Falabella,Sebastian Sosa,,[FLB] - Retail - Atenea agents #NRF,Luis Gerardo Baeza,"USD 60,000",Customer,,,go/psf-request,psf-request,,Falabella - Data Analytics,FALSE,FALSE,
Chile,Chile,0-2: Tech Eval/Solution Dev,Build with AI,,,Ti Red Spa,Roberto Bagnolo,,Análisis de audios (Devaid),Jorge Andrés Sierra Jurado,"USD 68,000",Partner,Devaid SPA,,"http://go/vector/0RJKf00000004BLOAY - PARTNER: Devaid SPA | STATUS: Hold/Pending Requester Action (2026-02-19) | AMT: 5,675 | TYPE: POC/Pilot (GenAI)",psf-request,POC/Pilot (GenAI),Redsalud - Iniciativas 2026 (Devaid),FALSE,FALSE,
Chile,Chile,0-2: Tech Eval/Solution Dev,Build with AI,,,Watt's S.A.,Andrés Teillery Rodríguez,,Modelo Forecasting,Kevin Cortés,"USD 60,000",Partner,Devaid SPA,,"http://go/vector/0RJKf00000004BkOAI - PARTNER: Devaid SPA | STATUS: Approved (2026-02-19) | AMT: 9,630 | TYPE: POC/Pilot (GenAI)",Approved,POC/Pilot (GenAI),Coselling Watt´s enero-2026 (Devaid),FALSE,FALSE,
MX CORP,Mexico,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,Libertad Servicios Financieros,Jesus Gonzalez,,Libertad - Gemini,,"USD 150,000",Partner,XERTICA,9/30/2027,go/psf-request,psf-request,,Financiera Libertad + Vertex AI Search + #Gemini Enterprise,FALSE,TRUE,Gemini enterprise
MX CORP,Mexico,0-2: Tech Eval/Solution Dev,,Infrastructure AI,,Christus Muguerza,Jesus Gonzalez,,Christus muguerza - RPA,,"USD 49,000",Customer,,6/30/2027,go/psf-request,psf-request,,MX_Upsell_Mugerza_RPA_GCP,FALSE,FALSE,
MX CORP,Mexico,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,"Operadora Futurama, S.A. de C.V.",Jesus Gonzalez,,AlSuper - Gemini,,"USD 15,000",Partner,NUBOSOFT SERVICIOS,9/30/2027,go/psf-request,psf-request,,Al Super + Vertex AI Search + #Gemini Enterprise,FALSE,TRUE,Gemini enterprise
MX CORP,Mexico,0-2: Tech Eval/Solution Dev,,Infrastructure AI,,Libertad Servicios Financieros,Jesus Gonzalez,,Libertad - Apigee,,"USD 10,000",Partner,XERTICA,5/27/2027,go/psf-request,psf-request,,LIBERTAD - Apigee - Overage,FALSE,FALSE,
Chile,Chile,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Platform; Cloud AI - Vertex AI Search,,S.A.C.I. Falabella,Sebastian Sosa,,[FLB] - Retail - Insights Engine - CDP Like #NRF,Luis Gerardo Baeza,"USD 36,000",Unknown,,,go/psf-request,psf-request,,Falabella - Data Analytics,FALSE,FALSE,
Chile,Chile,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Platform; Cloud AI - Vertex AI Search,,S.A.C.I. Falabella,Sebastian Sosa,,[FLB] - Retail - F Media content #NRF,Luis Gerardo Baeza,"USD 50,000",Unknown,,,go/psf-request,psf-request,,Falabella - Data Analytics,FALSE,FALSE,
Streamline PS,Honduras,0-2: Tech Eval/Solution Dev,Build with AI,,,Empresa Hondurena de Telecomunicaciones,Juanita Perico Londoño,,WL_GE,,"USD 72,000",Partner,,,go/psf-request,psf-request,,Gemini,FALSE,FALSE,
Streamline PS,Colombia,0-2: Tech Eval/Solution Dev,Build with AI,,,Alcaldía de Acacías - Meta,Juanita Perico Londoño,,WL_GE,,"USD 57,000",Partner,,,go/psf-request,psf-request,,Gemini,FALSE,FALSE,
Streamline PS,Colombia,0-2: Tech Eval/Solution Dev,Build with AI,,,Centro de Memoria Historica,Juanita Perico Londoño,,WL_GE,,"USD 41,000",Partner,,,go/psf-request,psf-request,,Gemini,FALSE,FALSE,
MCO PS,Colombia,0-2: Tech Eval/Solution Dev,Build with AI,,,Gobernación de Narinño,Diego Orozco,,WL_GE,,"USD 30,000",Partner,,,go/psf-request,psf-request,,Gemini,FALSE,FALSE,
Streamline PS,Guatemala,0-2: Tech Eval/Solution Dev,Build with AI,,,Ministerio de la Cultura del Deporte y la Recreación de Guatemala,Juanita Perico Londoño,,WL_GE,,"USD 30,000",Partner,,,go/psf-request,psf-request,,Gemini,FALSE,FALSE,
Streamline PS,Colombia,0-2: Tech Eval/Solution Dev,Build with AI,,,ANGIOGRAFIA DE OCCIDENTE S A,Juanita Perico Londoño,,WL_GE,,"USD 24,000",Partner,,,go/psf-request,psf-request,,Gemini,FALSE,FALSE,
Streamline PS,Colombia,0-2: Tech Eval/Solution Dev,Build with AI,,,MUNICIPIO DE NEIVA,Juanita Perico Londoño,,WL_GE,,"USD 20,000",Partner,,,go/psf-request,psf-request,,Gemini,FALSE,FALSE,
Streamline PS,Guatemala,0-2: Tech Eval/Solution Dev,Build with AI,,,SECRETARÍA GENERAL DE LA PRESIDENCIADE LA,Juanita Perico Londoño,,WL_GE,,"USD 11,000",Partner,,,go/psf-request,psf-request,,Gemini,FALSE,FALSE,
Streamline PS,Guatemala,0-2: Tech Eval/Solution Dev,Build with AI,,,MINGOB,Juanita Perico Londoño,,WL_GE,,"USD 15,000",Partner,,,go/psf-request,psf-request,,Gemini Enterprise,FALSE,TRUE,Gemini enterprise
Streamline PS,Colombia,0-2: Tech Eval/Solution Dev,Build with AI,,,University Hospital De Santander,Juanita Perico Londoño,,WL_GE,,"USD 15,000",Partner,,,go/psf-request,psf-request,,Gemini Enterprise,FALSE,TRUE,Gemini enterprise
Streamline PS,Colombia,0-2: Tech Eval/Solution Dev,Build with AI,,,Departmental Health Institute of Nariño.,Juanita Perico Londoño,,WL_GE,,"USD 15,600",Partner,,,go/psf-request,psf-request,,Gemini Enterprise,FALSE,TRUE,Gemini enterprise
Streamline PS,Honduras,0-2: Tech Eval/Solution Dev,Build with AI,,,Agencia de Regulación Sanitaria (ARSA),Juanita Perico Londoño,,WL_GE,,"USD 15,000",Partner,,,go/psf-request,psf-request,,Gemini Enterprise,FALSE,TRUE,Gemini enterprise
Streamline PS,Colombia,0-2: Tech Eval/Solution Dev,Build with AI,,,Gobernación de Tolima,Juanita Perico Londoño,,WL_GE,,"USD 15,000",Partner,,,go/psf-request,psf-request,,Gemini Enterprise,FALSE,TRUE,Gemini enterprise
Streamline PS,Honduras,0-2: Tech Eval/Solution Dev,Build with AI,,,Programa Nacional de Reduccion de Perdidas,Juanita Perico Londoño,,WL_GE,,"USD 11,500",Partner,,,go/psf-request,psf-request,,Gemini Enterprise,FALSE,TRUE,Gemini enterprise
Streamline PS,Colombia,3:  Proposal / Negotiation,Build with AI,Gemini AI,,FEDERACIÓN COLOMBIANA DE MUNICIPIOS,Juanita Perico Londoño,,WL_GE,,"USD 30,000",Partner,,6/17/2026,go/psf-request,psf-request,,Gemini enterprise #FSR2,FALSE,TRUE,Gemini enterprise
BR CORP,Brazil,3:  Proposal / Negotiation,,,,Vale Presente SA,Renan Valadares,,Move Social Bank,,"USD 20,000",Unknown,,,go/psf-request,psf-request,,VP - Upsell Infra #GCP,FALSE,FALSE,
Streamline PS,Guatemala,0-2: Tech Eval/Solution Dev,Build with AI,,,Gobierno de la Republica de Guatemala,Juanita Perico Londoño,,WL_GE,,"USD 108,000",Partner,,,go/psf-request,psf-request,,Gemini Enterprise,FALSE,TRUE,Gemini enterprise
Streamline PS,Honduras,0-2: Tech Eval/Solution Dev,Build with AI,,,(SENACIT) Secretaria de Coordinacion General de Gobierno,Juanita Perico Londoño,,WL_GE,,"USD 108,000",Partner,,,go/psf-request,psf-request,,Gemini Enterprise,FALSE,TRUE,Gemini enterprise
